id	name	equation	equation_with_names	lower_bound	upper_bound	gene_reaction_rule	subsystem
rxn08796_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm) [c0]	cpd00001_c0 + cpd15325_c0 <=> cpd00067_c0 + cpd00080_c0 + cpd01741_c0	H2O + 1-dodecanoyl-sn-glycerol 3-phosphate <=> H+ + Glycerol-3-phosphate + Dodecanoate	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn08941_c0	Maltodextrin phosphorylase (maltopentaose) [c0]	cpd00009_c0 + cpd15495_c0 <=> cpd00089_c0 + cpd01399_c0	Phosphate + Maltopentaose <=> Glucose-1-phosphate + Maltotetraose	-1000.0	1000.0	WP_049588978.1	
rxn03181_c0	ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase [c0]	cpd00002_c0 + cpd03002_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02993_c0	ATP + Lipid A disaccharide --> ADP + H+ + Lipid IV(A)	0.0	1000.0	WP_049587853.1	
rxn09360_c0	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase [c0]	cpd00002_c0 + cpd00773_c0 + cpd15387_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd15579_c0	ATP + UDP-MurNAc + L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine --> ADP + Phosphate + H+ + UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine	0.0	1000.0	WP_080986403.1	
rxn02331_c0	phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming) [c0]	cpd00001_c0 + cpd00061_c0 + cpd00817_c0 --> cpd00009_c0 + cpd02730_c0	H2O + Phosphoenolpyruvate + D-Arabinose5-phosphate --> Phosphate + 3-Deoxy-D-manno-octulosonate8-phosphate	0.0	1000.0	WP_014949022.1	
rxn00337_c0	ATP:L-aspartate 4-phosphotransferase [c0]	cpd00002_c0 + cpd00041_c0 <=> cpd00008_c0 + cpd01977_c0	ATP + L-Aspartate <=> ADP + 4-Phospho-L-aspartate	-1000.0	1000.0	WP_049586022.1 and WP_049586124.1	
rxn05221_c0	Na+/Proline-L symporter [c0]	cpd00129_e0 + cpd00971_e0 <=> cpd00129_c0 + cpd00971_c0	L-Proline [e0] + Na+ [e0] <=> L-Proline + Na+	-1000.0	1000.0	WP_049587801.1 or WP_049585843.1	
rxn08308_c0	CDP-diacylglycerol synthetase (n-C14:1) [c0]	cpd00052_c0 + cpd15523_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15422_c0	CTP + 1,2-di-(7Z)-tetradecenoyl-sn-glycerol-3-phosphate --> PPi + H+ + CDP-1,2-di-(7Z)-tetradecenoylglycerol	0.0	1000.0	WP_014948557.1	
rxn01930_c0	3-Hydroxy-L-kynurenine hydrolase [c0]	cpd00001_c0 + cpd02065_c0 --> cpd00035_c0 + cpd00067_c0 + cpd00483_c0	H2O + 3-Hydroxy-L-kynurenine --> L-Alanine + H+ + 3-Hydroxyanthranilate	0.0	1000.0	WP_080986392.1	
rxn00208_c0	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating) [c0]	cpd00001_c0 + cpd00007_c0 + cpd00493_c0 --> cpd00013_c0 + cpd00016_c0 + cpd00025_c0	H2O + O2 + Pyridoxamine phosphate --> NH3 + Pyridoxal phosphate + H2O2	0.0	1000.0	WP_014950101.1 and WP_039229648.1	
rxn08823_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1) [c0]	cpd00001_c0 + cpd15357_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15269_c0	H2O + 2-(11Z)-octadecenoyl-sn-glycerol-3-phosphate <=> 2.0 H+ + Glycerol-3-phosphate + (11Z)-Octadecenoate [c0]	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn00140_c0	adenosine 3',5'-phosphate 5'-nucleotidohydrolase [c0]	cpd00001_c0 + cpd00446_c0 <=> cpd00018_c0 + cpd00067_c0	H2O + cAMP <=> AMP + H+	-1000.0	1000.0	WP_049587312.1	
rxn05346_c0	butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]	cpd00067_c0 + cpd11464_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11486_c0 + cpd11493_c0	H+ + Butyryl-ACP + Malonyl-ACP --> CO2 + 3-Oxohexanoyl-ACP + ACP	0.0	1000.0	WP_014949212.1 or WP_014949953.1 or WP_049588746.1	
rxn00867_c0	L-histidine ammonia-lyase (urocanate-forming) [c0]	cpd00119_c0 --> cpd00013_c0 + cpd00581_c0	L-Histidine --> NH3 + Urocanate	0.0	1000.0	WP_049589036.1	
rxn00452_c0	S-Adenosyl-L-methionine:L-homocysteine S-methyltransferase [c0]	cpd00017_c0 + cpd00135_c0 --> cpd00019_c0 + cpd00060_c0 + cpd00067_c0	S-Adenosyl-L-methionine + Homocysteine --> S-Adenosyl-homocysteine + L-Methionine + H+	0.0	1000.0	WP_231514338.1	
rxn03248_c0	Hexanoyl-CoA:acetyl-CoA C-acyltransferase [c0]	cpd00010_c0 + cpd03121_c0 --> cpd00022_c0 + cpd03124_c0	CoA + 3-Oxooctanoyl-CoA --> Acetyl-CoA + Hexanoyl-CoA	0.0	1000.0	(WP_049588521.1 and WP_024015658.1) or (WP_049585918.1 and WP_049585851.1) or WP_049588755.1 or WP_049586525.1 or WP_014977341.1	
rxn08127_c0	Amylomaltase (maltotetraose) [c0]	cpd00179_c0 + cpd01399_c0 <=> cpd00027_c0 + cpd15495_c0	Maltose + Maltotetraose <=> D-Glucose + Maltopentaose	-1000.0	1000.0	WP_049587596.1	
rxn05386_c0	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase [c0]	cpd11522_c0 <=> cpd00001_c0 + cpd11523_c0	(3R)-3-hydroxy-5-methylhexanoyl-ACP [c0] <=> H2O + (2E)-5-methylhexenoyl-ACP [c0]	-1000.0	1000.0	WP_014949559.1 or WP_014948562.1	
rxn05733_c0	O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming) [c0]	cpd00268_c0 + cpd00722_c0 + cpd11421_c0 --> cpd00029_c0 + cpd00067_c0 + cpd00081_c0 + cpd00084_c0 + cpd11420_c0	H2S2O3 + O-Acetyl-L-serine + Reduced thioredoxin --> Acetate + H+ + Sulfite + L-Cysteine + Oxidized thioredoxin	0.0	1000.0	WP_049588866.1	
rxn00416_c0	L-aspartate:L-glutamine amido-ligase (AMP-forming) [c0]	cpd00001_c0 + cpd00002_c0 + cpd00041_c0 + cpd00053_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00023_c0 + 2.0 cpd00067_c0 + cpd00132_c0	H2O + ATP + L-Aspartate + L-Glutamine --> PPi + AMP + L-Glutamate + 2.0 H+ + L-Asparagine	0.0	1000.0	WP_014948790.1 or WP_049587207.1	
rxn00827_c0	CTP:N-acetylneuraminate cytidylyltransferase [c0]	cpd00052_c0 + cpd00232_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00112_c0	CTP + Neu5Ac --> PPi + H+ + CMP-N-acetylneuraminate	0.0	1000.0	WP_049588054.1	
rxn02270_c0	Branched-chain acyl-CoA dehydrogenase [c0]	cpd00982_c0 + cpd02125_c0 <=> cpd00015_c0 + cpd00067_c0 + cpd00760_c0	FADH2 + Tiglyl-CoA <=> FAD + H+ + 2-Methylbutyryl-CoA	-1000.0	1000.0	WP_039227752.1	
rxn09206_c0	Phosphatidylserine syntase (n-C14:0) [c0]	cpd00054_c0 + cpd15423_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15553_c0	L-Serine + CDP-1,2-ditetradecanoylglycerol --> CMP + 2.0 H+ + phosphatidylserine ditetradecanoyl	0.0	1000.0	WP_049586630.1	
rxn02376_c0	R03316 [c0]	cpd03189_c0 + cpd14954_c0 <=> cpd00056_c0 + cpd00860_c0	3-Carboxy-1-hydroxypropyl-TPP + Protein N6-(lipoyl)lysine [c0] <=> TPP + S-Succinyldihydrolipoamide	-1000.0	1000.0	WP_049588626.1	
rxn08017_c0	acyl-[acyl-carrier-protein] synthetase  (n-C16:1) [c0]	cpd00002_c0 + cpd11493_c0 + cpd15237_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd15239_c0	ATP + ACP + (9Z)-Hexadecenoate [c0] --> PPi + AMP + H+ + (9Z)-Hexadecenoyl-ACP	0.0	1000.0	WP_012518211.1	
rxn09209_c0	Phosphatidylserine syntase (n-C16:1) [c0]	cpd00054_c0 + cpd15418_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15556_c0	L-Serine + CDP-1,2-di-(9Z)-hexadecenoylglycerol --> CMP + 2.0 H+ + phosphatidylserine dihexadec-9-enoyl	0.0	1000.0	WP_049586630.1	
rxn12512_c0	(R)-4'-Phosphopantothenate:L-cysteine ligase [c0]	cpd00002_c0 + cpd00084_c0 + cpd02201_c0 --> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0 + cpd02666_c0	ATP + L-Cysteine + 4-phosphopantothenate --> PPi + AMP + 2.0 H+ + (R)-4'-Phosphopantothenoyl-L-cysteine	0.0	1000.0	WP_049587528.1	
rxn08669_c0	Glycerophosphodiester phosphodiesterase [c0]	cpd00001_c0 + cpd02090_c0 --> cpd00067_c0 + cpd00080_c0 + cpd00100_c0	H2O + Glycerophosphoglycerol --> H+ + Glycerol-3-phosphate + Glycerol	0.0	1000.0	WP_049588313.1	
rxn00902_c0	acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming) [c0]	cpd00001_c0 + cpd00022_c0 + cpd00123_c0 --> cpd00010_c0 + cpd00067_c0 + cpd01646_c0	H2O + Acetyl-CoA + 3-Methyl-2-oxobutanoate --> CoA + H+ + 2-Isopropylmalate	0.0	1000.0	WP_049585950.1	
rxn06672_c0	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming) [c0]	cpd00002_c0 + cpd00242_c0 + cpd12848_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd12543_c0	ATP + H2CO3 + Holo-[carboxylase] --> ADP + Phosphate + H+ + Carboxybiotin-carboxyl-carrier protein	0.0	1000.0	WP_039222269.1 and WP_014951276.1 and WP_039228980.1	
rxn00649_c0	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase [c0]	cpd00239_c0 + cpd00722_c0 --> cpd00029_c0 + cpd00084_c0	Bisulfide (HS-) + O-Acetyl-L-serine --> Acetate + L-Cysteine	0.0	1000.0	WP_049588866.1 or WP_049585787.1 or WP_041693510.1	
rxn01739_c0	ATP:shikimate 3-phosphotransferase [c0]	cpd00002_c0 + cpd00383_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02030_c0	ATP + Shikimate --> ADP + H+ + 3-phosphoshikimate	0.0	1000.0	WP_014948032.1	
rxn02400_c0	Nicotinate D-ribonucleotide phosphohydrolase [c0]	cpd00001_c0 + cpd00873_c0 --> cpd00009_c0 + cpd03471_c0	H2O + Nicotinate ribonucleotide --> Phosphate + Nicotinate D-ribonucleoside	0.0	1000.0	WP_049586202.1 and WP_049588338.1	
rxn01268_c0	Prephenate:NAD+ oxidoreductase(decarboxylating) [c0]	cpd00003_c0 + cpd00219_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00868_c0	NAD + Prephenate --> NADH + CO2 + p-hydroxyphenylpyruvate	0.0	1000.0	WP_014976023.1 or WP_049588672.1	
rxn00641_c0	GTP:alpha-D-mannose-1-phosphate guanylyltransferase [c0]	cpd00038_c0 + cpd00485_c0 --> cpd00012_c0 + cpd00083_c0	GTP + D-Mannose1-phosphate --> PPi + GDP-mannose	0.0	1000.0	WP_049586730.1	
rxn00361_c0	ATP:adenylylsulfate 3'-phosphotransferase [c0]	cpd00002_c0 + cpd00193_c0 --> cpd00008_c0 + cpd00044_c0 + cpd00067_c0	ATP + 5'-Adenylyl sulfate [c0] --> ADP + 3-phosphoadenylylsulfate + H+	0.0	1000.0	WP_014948795.1 or WP_049585841.1	
rxn02679_c0	Octanoyl-CoA:oxygen 2-oxidoreductase [c0]	cpd00015_c0 + cpd00067_c0 + cpd01335_c0 <=> cpd00982_c0 + cpd03130_c0	FAD + H+ + Octanoyl-CoA <=> FADH2 + (2E)-Octenoyl-CoA	-1000.0	1000.0	WP_014976690.1 or WP_014949232.1 or WP_049587019.1 or WP_049587170.1 or WP_049587262.1 or WP_014947786.1 or WP_049589161.1 or WP_039227752.1 or WP_049587138.1 or WP_049586522.1	
rxn07434_c0	R07603 [c0]	cpd00056_c0 + cpd00067_c0 + cpd00508_c0 --> cpd00011_c0 + cpd14702_c0	TPP + H+ + 3-methyl-2-oxopentoate --> CO2 + 2-Methyl-1-hydroxybutyl-TPP	0.0	1000.0	WP_049586269.1 and WP_049586267.1	
rxn01974_c0	LL-2,6-Diaminoheptanedioate 2-epimerase [c0]	cpd00504_c0 <=> cpd00516_c0	LL-2,6-Diaminopimelate <=> meso-2,6-Diaminopimelate	-1000.0	1000.0	WP_049587091.1	
rxn00242_c0	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase [c0]	cpd00001_c0 + cpd00905_c0 --> cpd00012_c0 + cpd00031_c0	H2O + Guanosine 3',5'-bis(diphosphate) --> PPi + GDP	0.0	1000.0	WP_039226917.1	
rxn00568_c0	NIRBD-RXN.c [c0]	3.0 cpd00004_c0 + 5.0 cpd00067_c0 + cpd00075_c0 --> 2.0 cpd00001_c0 + 3.0 cpd00003_c0 + cpd00013_c0	3.0 NADH + 5.0 H+ + Nitrite --> 2.0 H2O + 3.0 NAD + NH3	0.0	1000.0	WP_014975661.1 and WP_049586997.1	
rxn08971_c0	NADH dehydrogenase (menaquinone-8 & 0 protons) [c0]	cpd00004_c0 + cpd00067_c0 + cpd15500_c0 --> cpd00003_c0 + cpd15499_c0	NADH + H+ + Menaquinone 8 --> NAD + Menaquinol 8	0.0	1000.0	WP_014951193.1	
rxn05316_c0	TRANS-RXNBWI-115572.ce.maizeexp.INOSINE_INOSINE [c0]	cpd00067_e0 + cpd00246_e0 <=> cpd00067_c0 + cpd00246_c0	H+ [e0] + Inosine [e0] <=> H+ + Inosine	-1000.0	1000.0	WP_049585822.1	
rxn29147_c0	copper transport out via proton antiport [c0]	cpd00067_e0 + cpd30760_c0 <=> cpd00067_c0 + cpd30760_e0	H+ [e0] + Cu+ [c0] <=> H+ + Cu+ [e0]	-1000.0	1000.0	(WP_049586048.1 or WP_012516834.1) and (WP_049587498.1 or WP_049586047.1)	
rxn00060_c0	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing) [c0]	cpd00001_c0 + 4.0 cpd00689_c0 --> 4.0 cpd00013_c0 + cpd00755_c0	H2O + 4.0 Porphobilinogen --> 4.0 NH3 + Hydroxymethylbilane	0.0	1000.0	WP_014947801.1	
rxn00225_c0	ATP:acetate phosphotransferase [c0]	cpd00002_c0 + cpd00029_c0 <=> cpd00008_c0 + cpd00196_c0	ATP + Acetate <=> ADP + Acetylphosphate	-1000.0	1000.0	WP_049586785.1	
rxn05350_c0	hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0]	cpd00067_c0 + cpd11472_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11490_c0 + cpd11493_c0	H+ + Hexanoyl-ACP + Malonyl-ACP --> CO2 + 3-Oxooctanoyl-ACP + ACP	0.0	1000.0	WP_014949212.1 or WP_014949953.1 or WP_049588746.1	
rxn09198_c0	Phosphatidylserine decarboxylase (n-C14:0) [c0]	2.0 cpd00067_c0 + cpd15553_c0 --> cpd00011_c0 + cpd15529_c0	2.0 H+ + phosphatidylserine ditetradecanoyl --> CO2 + phosphatidylethanolamine ditetradecanoyl	0.0	1000.0	WP_014948076.1	
rxn08838_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0) [c0]	cpd00001_c0 + cpd15336_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01741_c0	H2O + 2-Acyl-sn-glycero-3-phosphoethanolamine dodecanoyl <=> H+ + Glycerophosphoethanolamine + Dodecanoate	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn05064_c0	carbamate hydro-lyase [c0]	2.0 cpd00067_c0 + cpd01101_c0 --> cpd00011_c0 + cpd00013_c0	2.0 H+ + Carbamate --> CO2 + NH3	0.0	1000.0		
rxn00148_c0	ATP:pyruvate 2-O-phosphotransferase [c0]	cpd00008_c0 + cpd00061_c0 + cpd00067_c0 --> cpd00002_c0 + cpd00020_c0	ADP + Phosphoenolpyruvate + H+ --> ATP + Pyruvate	0.0	1000.0	WP_014949855.1	
rxn00100_c0	ATP:dephospho-CoA 3'-phosphotransferase [c0]	cpd00002_c0 + cpd00655_c0 --> cpd00008_c0 + cpd00010_c0 + cpd00067_c0	ATP + Dephospho-CoA --> ADP + CoA + H+	0.0	1000.0	WP_049586074.1	
rxn02842_c0	R04049 [c0]	cpd00003_c0 + cpd01795_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd02441_c0	NAD + 2-Deoxy-D-gluconate <=> NADH + H+ + 3-Dehydro-2-deoxy-D-gluconate	-1000.0	1000.0	WP_049588500.1 and WP_014976831.1	
rxn00514_c0	Inosine 5'-triphosphate pyrophosphohydrolase [c0]	cpd00001_c0 + cpd00068_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00114_c0	H2O + ITP --> PPi + 2.0 H+ + IMP	0.0	1000.0	WP_014948475.1	
rxn00789_c0	1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase [c0]	cpd00002_c0 + cpd00103_c0 --> cpd00012_c0 + cpd00067_c0 + cpd01775_c0	ATP + PRPP --> PPi + H+ + Phosphoribosyl-ATP	0.0	1000.0	WP_014950027.1 or WP_014950027.1	
rxn03436_c0	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing) [c0]	cpd00498_c0 <=> cpd10162_c0	2-Aceto-2-hydroxybutanoate <=> (R)-3-Hydroxy-3-methyl-2-oxopentanoate	-1000.0	1000.0	WP_014951396.1 or WP_014951396.1 or WP_014951396.1	
rxn05390_c0	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase [c0]	cpd11526_c0 <=> cpd00001_c0 + cpd11527_c0	(3R)-3-hydroxy-7-methyloctanoyl-ACP [c0] <=> H2O + (2E)-7-methyloctenoyl-ACP [c0]	-1000.0	1000.0	WP_014949559.1 or WP_014948562.1	
rxn08976_c0	quinone reductase [c0]	cpd00004_c0 + cpd00067_c0 + cpd15352_c0 --> cpd00003_c0 + cpd15353_c0	NADH + H+ + 2-Demethylmenaquinone 8 --> NAD + 2-Demethylmenaquinol 8	0.0	1000.0	WP_014951193.1	
rxn00781_c0	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating) [c0]	cpd00003_c0 + cpd00009_c0 + cpd00102_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00203_c0	NAD + Phosphate + Glyceraldehyde3-phosphate <=> NADH + H+ + 1,3-Bisphospho-D-glycerate	-1000.0	1000.0	WP_014976817.1 or WP_049587602.1	
rxn00881_c0	1D-myo-Inositol 1-phosphate phosphohydrolase [c0]	cpd00001_c0 + cpd00867_c0 --> cpd00009_c0 + cpd00121_c0	H2O + Inositol 1-phosphate --> Phosphate + L-Inositol	0.0	1000.0	WP_014950183.1	
rxn05298_c0	Na+/glutamate symport [c0]	cpd00023_e0 + cpd00971_e0 <=> cpd00023_c0 + cpd00971_c0	L-Glutamate [e0] + Na+ [e0] <=> L-Glutamate + Na+	-1000.0	1000.0	WP_080986407.1	
rxn00383_c0	Sulfite:oxygen oxidoreductase [c0]	cpd00001_c0 + cpd00007_c0 + cpd00081_c0 --> cpd00025_c0 + cpd00048_c0 + cpd00067_c0	H2O + O2 + Sulfite --> H2O2 + Sulfate + H+	0.0	1000.0	WP_049585669.1	
rxn08336_c0	dihydroorotic acid (menaquinone-8) [c0]	cpd00282_c0 + cpd15500_c0 --> cpd00247_c0 + cpd15499_c0	S-Dihydroorotate + Menaquinone 8 --> Orotate + Menaquinol 8	0.0	1000.0	WP_049586293.1	
rxn03043_c0	5-Dehydro-4-deoxy-D-glucuronate ketol-isomerase [c0]	cpd02508_c0 <=> cpd02663_c0	5-Dehydro-4-deoxy-D-glucuronate <=> 2,5-Diketo-3-deoxy-D-gluconate	-1000.0	1000.0	WP_049589026.1	
rxn02264_c0	Hydroxymethylbilane hydro-lyase(cyclizing) [c0]	cpd00755_c0 <=> cpd00001_c0 + cpd00774_c0	Hydroxymethylbilane <=> H2O + UroporphyrinogenIII	-1000.0	1000.0	WP_039226924.1	
rxn05198_c0	Transport of cytidine, extracellular [c0]	cpd00067_e0 + cpd00367_e0 <=> cpd00067_c0 + cpd00367_c0	H+ [e0] + Cytidine [e0] <=> H+ + Cytidine	-1000.0	1000.0	WP_049585822.1	
rxn09202_c0	Phosphatidylserine decarboxylase (n-C18:0) [c0]	2.0 cpd00067_c0 + cpd15557_c0 --> cpd00011_c0 + cpd15533_c0	2.0 H+ + phosphatidylserine dioctadecanoyl --> CO2 + phosphatidylethanolamine dioctadecanoyl	0.0	1000.0	WP_014948076.1	
rxn01451_c0	(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase [c0]	cpd00003_c0 + cpd00842_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd00279_c0	NAD + (S)-3-Hydroxybutyryl-CoA <=> NADH + H+ + Acetoacetyl-CoA	-1000.0	1000.0	(WP_049588521.1 and WP_024015658.1) or (WP_049585918.1 and WP_049585851.1) or WP_049588754.1 or WP_049588707.1	
rxn03903_c0	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase [c0]	cpd00286_c0 + cpd02862_c0 <=> cpd00091_c0 + cpd02948_c0	Undecaprenylphosphate + UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) <=> UMP + MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol	-1000.0	1000.0	WP_014950432.1	
rxn00097_c0	ATP:AMP phosphotransferase [c0]	cpd00002_c0 + cpd00018_c0 + cpd00067_c0 <=> 2.0 cpd00008_c0	ATP + AMP + H+ <=> 2.0 ADP	-1000.0	1000.0	WP_049588635.1	
rxn05514_c0	calcium transport in/out via proton antiporter [c0]	cpd00063_c0 + cpd00067_e0 <=> cpd00063_e0 + cpd00067_c0	Ca2+ + H+ [e0] <=> Ca2+ [e0] + H+	-1000.0	1000.0	WP_014948348.1 and WP_049585898.1	
rxn02212_c0	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing) [c0]	cpd02857_c0 --> cpd00009_c0 + cpd00699_c0	DAHP --> Phosphate + 5-Dehydroquinate	0.0	1000.0	WP_049588776.1	
rxn00191_c0	L-Alanine:2-oxoglutarate aminotransferase [c0]	cpd00024_c0 + cpd00035_c0 <=> cpd00020_c0 + cpd00023_c0	2-Oxoglutarate + L-Alanine <=> Pyruvate + L-Glutamate	-1000.0	1000.0	WP_049587271.1	
rxn00695_c0	ATP:alpha-D-glucose-1-phosphate adenylyltransferase [c0]	cpd00002_c0 + cpd00089_c0 --> cpd00012_c0 + cpd00387_c0	ATP + Glucose-1-phosphate --> PPi + ADPglucose	0.0	1000.0	WP_014976266.1 and WP_049585977.1	
rxn05324_c0	Dodecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]	cpd00004_c0 + cpd00067_c0 + cpd11469_c0 --> cpd00003_c0 + cpd11468_c0	NADH + H+ + (2E)-Dodecenoyl-ACP --> NAD + Dodecanoyl-ACP	0.0	1000.0	WP_049586958.1	
rxn03535_c0	ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase [c0]	cpd00002_c0 + cpd00067_c0 + cpd03915_c0 --> cpd00421_c0 + cpd03916_c0	ATP + H+ + Cob(I)yrinate diamide --> Triphosphate + Adenosyl cobyrinate diamide	0.0	1000.0	WP_049586488.1	
rxn00692_c0	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase [c0]	cpd00001_c0 + cpd00033_c0 + cpd00125_c0 <=> cpd00054_c0 + cpd00087_c0	H2O + Glycine + 5-10-Methylenetetrahydrofolate <=> L-Serine + Tetrahydrofolate	-1000.0	1000.0	WP_049588376.1 and WP_049586601.1	
rxn00802_c0	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming) [c0]	cpd02152_c0 <=> cpd00051_c0 + cpd00106_c0	L-Argininosuccinate <=> L-Arginine + Fumarate	-1000.0	1000.0	WP_014948049.1	
rxn08440_c0	lauroyl-CoA hydrolase [c0]	cpd00001_c0 + cpd01260_c0 --> cpd00010_c0 + cpd00067_c0 + cpd01741_c0	H2O + Lauroyl-CoA --> CoA + H+ + Dodecanoate	0.0	1000.0	WP_049586274.1	
rxn02160_c0	L-Histidinol-phosphate phosphohydrolase [c0]	cpd00001_c0 + cpd00807_c0 --> cpd00009_c0 + cpd00641_c0	H2O + L-histidinol-phosphate --> Phosphate + L-Histidinol	0.0	1000.0	WP_049586453.1 and WP_049588646.1	
rxn08802_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm) [c0]	cpd00001_c0 + cpd15328_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd15269_c0	H2O + 1-(11Z)-octadecenoyl-sn-glycerol-3-phosphate <=> 2.0 H+ + Glycerol-3-phosphate + (11Z)-Octadecenoate [c0]	-1000.0	1000.0	(WP_049585859.1 and WP_039227930.1) or WP_039231048.1	
rxn02315_c0	CTP:D-Tagatose 6-phosphate 1-phosphotransferase [c0]	cpd00052_c0 + cpd00805_c0 --> cpd00067_c0 + cpd00096_c0 + cpd02371_c0	CTP + D-Tagatose 6-phosphate --> H+ + CDP + D-Tagatose 1,6-biphosphate	0.0	1000.0	WP_049586246.1	
rxn01825_c0	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing) [c0]	cpd00007_c0 + cpd00426_c0 --> cpd00067_c0 + cpd00763_c0	O2 + Homogentisate --> H+ + 4-Maleylacetoacetate	0.0	1000.0	WP_049588791.1	
rxn10230_c0	anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase [c0]	cpd00054_c0 + cpd15687_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15693_c0	L-Serine + CDP-1,2-di-12-methyltetradecanoylglycerol --> CMP + 2.0 H+ + Dianteisopentadecanoylphosphatidylserine	0.0	1000.0	WP_049586630.1	
